employee_id,name,age,department,position,hire_date,leave_date,salary,got_raise,raise_count,months_since_last_raise,has_training,trainings_count,months_since_last_training,performance,enps,attrition
1166,Ермил Ааронович Исаев,45,Логистика,Кладовщик,2023-01-27,2024-10-16,324.0,0,0,23,0,0,23,2.4,26,1
1167,Белякова Евфросиния Архиповна,28,Производство,Мастер смены,2022-12-03,,575.0,1,1,16,0,0,24,3.3,5,0
1168,Сильвестр Феликсович Соловьев,38,Логистика,Водитель,2023-12-14,,347.0,0,0,12,0,0,12,3.4,80,0
1169,Анжелика Тарасовна Зыкова,33,HR,HR-директор,2023-05-18,,566.0,0,0,19,0,0,19,2.7,61,0
1170,Октябрина Павловна Турова,30,Продажи,Старший менеджер,2024-06-10,,472.0,0,0,6,0,0,6,4.3,26,0
1171,Ираклий Витальевич Дроздов,39,Продажи,KAM,2022-04-10,2023-05-29,819.0,0,0,32,1,4,23,5.0,78,1
1172,Евпраксия Игоревна Селиверстова,45,HR,Рекрутер,2023-08-24,,581.0,1,1,13,1,2,1,3.7,-22,0
1173,Журавлева Элеонора Львовна,39,Финансы,Экономист,2024-01-17,,515.0,0,0,11,0,0,11,3.4,34,0
1174,Шубина Василиса Вячеславовна,39,Производство,Оператор,2022-11-15,,477.0,0,0,25,1,2,14,4.0,42,0
1175,Александрова Регина Антоновна,29,Продажи,Директор продаж,2022-04-01,2022-12-20,793.0,0,0,32,0,0,32,3.9,-28,1
1176,Аполлинарий Теймуразович Сысоев,45,Финансы,Экономист,2023-10-16,,673.0,0,0,14,1,1,13,4.5,57,0
1177,Васильев Петр Феофанович,30,IT,Аналитик,2024-02-05,,814.0,0,0,10,1,1,2,3.3,22,0
1178,Сазонова Вероника Степановна,33,Финансы,Финансовый аналитик,2022-07-24,,891.0,1,1,22,1,3,8,4.5,-19,0
1179,Марина Владимировна Николаева,55,Производство,Мастер смены,2022-12-24,2024-10-26,446.0,1,2,21,1,1,1,4.5,-11,1
1180,Юлий Григорьевич Веселов,40,Производство,Начальник цеха,2022-12-22,,378.0,1,2,16,1,2,2,3.2,35,0
1181,Назарова Фёкла Тарасовна,38,Производство,Технолог,2023-04-24,,329.0,0,0,20,1,2,20,3.7,45,0
1182,Гордеев Изяслав Ефстафьевич,24,Производство,Начальник цеха,2023-11-06,,410.0,0,0,13,1,1,13,3.9,85,0
1183,Селиверст Глебович Лыткин,43,Производство,Начальник цеха,2022-12-09,2023-03-31,501.0,0,0,24,1,1,11,3.2,-7,1
1184,Макарова Агафья Владиславовна,49,Производство,Начальник цеха,2023-08-31,,525.0,1,1,7,1,1,11,4.3,46,0
1185,Иван Витальевич Жуков,24,Логистика,Менеджер логистики,2022-11-04,2024-10-01,518.0,0,0,25,0,0,25,2.3,43,1
1186,Кабанов Владимир Ерофеевич,55,Производство,Технолог,2022-11-04,,376.0,1,2,24,1,1,4,4.2,54,0
1187,Алла Валериевна Романова,41,Финансы,Бухгалтер,2022-04-03,,813.0,0,0,32,1,2,14,2.8,54,0
1188,Нина Тимофеевна Фомичева,41,Производство,Технолог,2022-11-05,2023-10-11,343.0,0,0,25,1,1,13,4.0,-19,1
1189,Кулагина Клавдия Романовна,52,Производство,Мастер смены,2022-01-06,,365.0,0,0,35,1,3,17,3.0,86,0
1190,Лавр Захарьевич Горбунов,37,Продажи,Директор продаж,2023-12-25,2024-08-07,734.0,0,0,12,1,1,2,2.4,10,1
1191,Чеслав Анатольевич Костин,49,Производство,Мастер смены,2022-10-17,,487.0,1,2,2,1,2,15,2.5,-27,0
1192,Антонов Алексей Харлампович,37,HR,Рекрутер,2024-02-26,2024-12-31,529.0,0,0,10,0,0,10,1.6,48,1
1193,Болеслав Еремеевич Селиверстов,53,HR,Рекрутер,2022-05-22,2023-01-21,466.0,0,0,31,1,2,13,4.2,-7,1
1194,г-жа Игнатова Октябрина Наумовна,52,Производство,Начальник цеха,2023-11-23,,330.0,1,1,2,0,0,13,3.9,20,0
1195,Никодим Трифонович Кулаков,27,Логистика,Водитель,2023-04-22,,365.0,0,0,20,1,2,12,3.5,10,0
1196,Ксения Болеславовна Савина,51,Логистика,Менеджер логистики,2023-12-04,,283.0,1,1,6,0,0,12,3.4,8,0
1197,Евсей Андреевич Прохоров,50,Производство,Оператор,2023-09-11,,461.0,1,1,10,1,1,3,4.0,38,0
1198,г-жа Овчинникова Людмила Игоревна,22,Производство,Оператор,2022-06-03,2024-05-22,414.0,1,2,18,1,2,6,1.3,35,1
1199,Анжелика Святославовна Кондратьева,25,Продажи,Директор продаж,2023-03-22,2024-12-31,619.0,0,0,21,0,0,21,4.1,-24,1
1200,Август Филимонович Ефимов,43,Продажи,KAM,2023-03-12,2024-06-09,700.0,0,0,21,1,2,8,2.8,-8,1
1201,Элеонора Константиновна Аксенова,41,Производство,Начальник цеха,2022-11-29,,498.0,1,2,3,1,2,23,4.8,1,0
1202,Никодим Григорьевич Романов,31,Производство,Оператор,2022-05-10,,497.0,1,1,17,1,2,14,3.8,58,0
1203,Кудрявцева Акулина Валентиновна,26,Производство,Начальник цеха,2022-02-11,,411.0,0,0,34,1,1,19,4.6,82,0
1204,Владимир Ермолаевич Щукин,41,Производство,Оператор,2022-12-12,2024-12-31,438.0,0,0,24,1,1,23,3.3,2,1
1205,Комиссарова Майя Юльевна,49,Продажи,Менеджер продаж,2024-05-06,,812.0,0,0,7,0,0,7,4.6,39,0
1206,Хохлова Евпраксия Яковлевна,52,Финансы,Бухгалтер,2023-01-19,,570.0,1,1,8,1,2,22,3.5,69,0
1207,Болеслав Федосеевич Трофимов,47,Производство,Оператор,2023-09-12,,575.0,1,1,8,0,0,15,3.4,23,0
1208,Новиков Платон Георгиевич,42,Производство,Мастер смены,2023-04-19,,347.0,0,0,20,0,0,20,3.6,60,0
1209,Михеев Филипп Евстигнеевич,51,Производство,Мастер смены,2024-01-16,,485.0,0,0,11,1,1,7,3.6,13,0
1210,Поликарп Валерианович Макаров,51,Производство,Начальник цеха,2022-06-05,,559.0,1,1,6,1,1,21,3.4,19,0
1211,Елена Альбертовна Мельникова,53,Производство,Оператор,2023-10-09,,477.0,1,1,1,0,0,14,3.5,8,0
1212,Ангелина Матвеевна Субботина,51,Финансы,CFO,2023-11-22,,492.0,0,0,13,1,1,9,2.5,25,0
1213,Парфен Филимонович Филатов,40,IT,Разработчик,2024-02-09,,952.0,0,0,10,0,0,10,2.8,18,0
1214,Колобова Нонна Артемовна,47,IT,Разработчик,2022-04-10,2022-12-18,762.0,0,0,32,1,4,9,4.2,-8,1
1215,Тетерина Евфросиния Семеновна,48,Финансы,CFO,2023-07-18,,628.0,0,0,17,1,1,8,3.2,-17,0
1216,Якушев Владимир Ерофеевич,47,HR,HR BP,2023-05-30,,479.0,1,1,15,1,1,9,4.2,75,0
1217,Большаков Борис Феликсович,40,Производство,Технолог,2023-02-14,,321.0,1,1,14,1,2,5,3.4,44,0
1218,Афанасьев Нифонт Филатович,34,Производство,Начальник цеха,2023-02-25,2024-10-22,498.0,0,0,22,0,0,22,3.2,48,1
1219,Баранова Александра Анатольевна,42,IT,IT-менеджер,2022-01-24,,981.0,0,0,35,1,4,20,3.2,17,0
1220,Мишин Селиван Юльевич,54,Продажи,Директор продаж,2023-07-20,,772.0,0,0,17,1,1,11,3.6,62,0
1221,Кириллов Светозар Васильевич,34,Производство,Начальник цеха,2023-12-31,,410.0,1,1,1,0,0,12,3.7,1,0
1222,Авдеева Зоя Сергеевна,33,Логистика,Кладовщик,2024-03-26,,518.0,0,0,9,1,1,2,4.4,1,0
1223,Милован Ермолаевич Калашников,24,Продажи,Менеджер продаж,2022-01-08,2023-10-10,703.0,1,1,33,1,3,27,2.4,3,1
1224,Виноградов Гостомысл Игнатович,52,Производство,Оператор,2023-03-26,,552.0,0,0,21,1,1,12,4.4,76,0
1225,Сергей Еремеевич Прохоров,47,Продажи,Менеджер продаж,2023-01-08,,716.0,1,1,13,0,0,23,4.7,67,0
1226,Василиса Эдуардовна Корнилова,32,Логистика,Водитель,2024-01-10,,370.0,0,0,11,0,0,11,4.4,86,0
1227,Регина Руслановна Фомичева,28,Финансы,Экономист,2022-09-28,,619.0,1,2,2,1,3,22,2.9,3,0
1228,Мельникова Анна Георгиевна,50,Производство,Начальник цеха,2022-12-05,,516.0,1,2,8,0,0,24,3.5,67,0
1229,Марфа Кирилловна Белоусова,36,Производство,Мастер смены,2022-01-27,,566.0,1,2,23,1,2,9,3.9,51,0
1230,Дьячков Милан Владиславович,40,Логистика,Менеджер логистики,2023-11-21,,318.0,0,0,13,0,0,13,3.3,47,0
1231,Егоров Милий Германович,36,HR,HR BP,2023-10-15,,410.0,0,0,14,1,1,2,3.0,62,0
1232,Шилова Ульяна Кирилловна,32,Продажи,Директор продаж,2023-05-04,2024-08-19,814.0,0,0,19,1,2,16,3.2,10,1
1233,Авдеева Зинаида Натановна,32,Производство,Начальник цеха,2023-10-26,,564.0,1,1,2,1,1,14,2.6,-22,0
1234,Давыдов Виталий Еремеевич,31,Производство,Технолог,2022-08-18,,398.0,1,2,25,0,0,28,4.3,53,0
1235,Каллистрат Владиславович Маслов,22,Производство,Начальник цеха,2023-08-07,,555.0,0,0,16,1,2,6,3.4,50,0
1236,Панфилов Селиверст Елисеевич,27,IT,Разработчик,2022-10-05,,1183.0,0,0,26,1,3,18,3.7,36,0
1237,Мясникова Евдокия Никифоровна,37,Производство,Технолог,2023-12-08,,384.0,1,1,2,0,0,12,4.1,5,0
1238,Ираида Борисовна Орехова,55,Продажи,Менеджер продаж,2022-05-16,2024-03-31,557.0,0,0,31,1,1,7,3.4,44,1
1239,Богданов Иван Викторович,25,Логистика,Водитель,2023-07-04,,358.0,0,0,17,0,0,17,2.6,30,0
1240,Александрова Анна Робертовна,53,Производство,Технолог,2023-09-05,,404.0,0,0,15,1,1,3,3.6,62,0
1241,Касьян Филиппович Сазонов,51,Производство,Технолог,2023-08-27,,598.0,1,1,13,1,2,8,3.0,34,0
1242,Якушева Феврония Богдановна,37,Логистика,Логист,2022-09-28,,364.0,1,2,17,1,2,20,3.5,26,0
1243,Владимиров Афиноген Ярославович,22,IT,Аналитик,2023-05-15,,819.0,1,1,15,0,0,19,4.1,56,0
1244,Марк Эдгардович Молчанов,33,Производство,Начальник цеха,2022-12-17,,374.0,0,0,24,1,1,6,4.7,9,0
1245,Гришина Элеонора Кирилловна,41,Производство,Начальник цеха,2022-04-16,,580.0,0,0,32,1,4,21,3.8,68,0
1246,Боян Теймуразович Шашков,32,Финансы,Экономист,2023-09-17,,617.0,1,1,13,1,1,7,3.9,89,0
1247,Федосеева Людмила Аскольдовна,31,Логистика,Логист,2023-01-15,,355.0,1,1,23,1,1,14,3.1,67,0
1248,Вышеслав Устинович Назаров,48,Производство,Начальник цеха,2022-02-26,,419.0,0,0,34,1,3,24,4.5,5,0
1249,Василиса Владимировна Голубева,38,Финансы,Экономист,2022-08-02,,604.0,1,1,0,1,2,13,3.7,41,0
1250,Семен Валерианович Овчинников,54,Производство,Технолог,2023-09-25,,443.0,1,1,3,0,0,15,2.8,1,0
1251,Тимур Геннадиевич Миронов,52,Производство,Начальник цеха,2024-01-09,,587.0,0,0,11,1,1,11,4.7,1,0
1252,Фадеев Трофим Фомич,28,IT,IT-менеджер,2022-03-02,,671.0,1,1,17,1,4,11,3.2,26,0
1253,Карпов Изяслав Феофанович,26,Производство,Начальник цеха,2022-05-18,2022-11-14,411.0,1,2,26,1,1,27,3.9,-5,1
1254,тов. Овчинников Исай Тарасович,38,Производство,Мастер смены,2023-08-10,,476.0,1,1,0,0,0,16,4.0,68,0
1255,Князев Владимир Викторович,45,Производство,Мастер смены,2024-05-23,,573.0,0,0,7,0,0,7,3.9,28,0
1256,Максим Ааронович Комиссаров,23,Производство,Мастер смены,2022-09-19,,359.0,1,2,13,1,3,12,4.3,73,0
1257,Елизавета Андреевна Новикова,45,Финансы,Бухгалтер,2023-06-09,,487.0,1,1,1,1,2,10,3.7,43,0
1258,Ирина Романовна Гордеева,27,Продажи,Менеджер продаж,2023-08-02,,815.0,0,0,16,1,2,5,2.6,72,0
1259,Жуков Юлий Фадеевич,51,Финансы,Бухгалтер,2023-08-11,,736.0,0,0,16,0,0,16,3.6,5,0
1260,Анна Архиповна Некрасова,43,Логистика,Кладовщик,2023-10-29,,298.0,1,1,7,1,1,14,2.7,-28,0
1261,Котов Фока Власович,46,Логистика,Водитель,2023-10-01,,285.0,0,0,14,1,1,6,4.4,44,0
1262,Татьяна Борисовна Рябова,34,Финансы,CFO,2023-11-01,,803.0,1,1,11,0,0,13,4.8,-6,0
1263,Потапов Владислав Власович,28,Производство,Мастер смены,2022-07-05,2023-08-21,327.0,1,2,27,0,0,29,3.7,-22,1
1264,Фирс Тихонович Стрелков,41,HR,Рекрутер,2022-07-26,,457.0,1,1,7,1,1,24,2.5,15,0
1265,Вадим Фомич Белозеров,46,Производство,Начальник цеха,2022-05-07,2023-08-29,327.0,1,2,13,1,3,1,2.7,-4,1
1266,Боброва Нонна Тимуровна,33,Логистика,Водитель,2022-04-06,,404.0,1,2,7,1,1,24,3.8,-4,0
1267,Милий Филатович Чернов,42,IT,DevOps,2024-02-07,,872.0,0,0,10,0,0,10,3.7,2,0
1268,Светлана Ильинична Горбунова,22,Производство,Начальник цеха,2022-01-17,2023-02-28,426.0,1,1,25,0,0,35,2.8,15,1
1269,Калашников Мартьян Ефимьевич,41,Финансы,CFO,2024-05-18,,576.0,0,0,7,0,0,7,3.6,5,0
1270,Варлаам Эдгарович Сидоров,31,Продажи,KAM,2022-02-16,2022-10-23,766.0,0,0,34,1,4,0,3.4,-14,1
1271,Матвей Александрович Жданов,24,Производство,Начальник цеха,2024-02-20,2024-11-14,337.0,0,0,10,1,1,5,2.4,23,1
1272,Белозеров Твердислав Филимонович,33,IT,Аналитик,2024-01-30,2024-11-23,844.0,0,0,11,0,0,11,2.5,-27,1
1273,Яков Фёдорович Самсонов,38,Производство,Мастер смены,2024-05-11,2024-12-31,494.0,0,0,7,0,0,7,2.7,-26,1
1274,Михайлова Ирина Андреевна,46,HR,HR-специалист,2023-07-07,,667.0,0,0,17,0,0,17,5.0,-18,0
1275,Чеслав Герасимович Кондратьев,48,Производство,Технолог,2022-04-05,,597.0,0,0,32,1,3,14,5.0,38,0
1276,Елена Станиславовна Наумова,52,Производство,Оператор,2022-11-15,,451.0,1,1,4,1,2,21,3.3,39,0
1277,Лыткина Лидия Захаровна,53,IT,Разработчик,2023-05-05,,1059.0,0,0,19,0,0,19,3.6,90,0
1278,София Матвеевна Фомина,28,Производство,Оператор,2024-02-01,,521.0,0,0,10,0,0,10,3.9,1,0
1279,Тарасова Раиса Тарасовна,51,Производство,Мастер смены,2022-12-03,,507.0,1,2,16,1,2,24,4.1,17,0
1280,Аггей Марсович Евсеев,46,Производство,Оператор,2024-02-05,,497.0,0,0,10,0,0,10,3.1,-29,0
1281,Воробьева Акулина Олеговна,47,Продажи,Старший менеджер,2022-06-15,,564.0,1,2,15,1,3,27,2.9,74,0
1282,Евграф Филатович Елисеев,38,Производство,Технолог,2023-04-10,,473.0,0,0,20,1,2,8,4.4,53,0
1283,Якушев Аристарх Зиновьевич,33,Логистика,Логист,2022-12-12,,343.0,1,1,24,1,3,21,4.8,67,0
1284,Титов Матвей Валерьевич,23,Производство,Мастер смены,2023-03-13,2023-10-02,590.0,0,0,21,0,0,21,4.4,-1,1
1285,Елизавета Феликсовна Гущина,44,Производство,Мастер смены,2022-05-10,,406.0,1,1,5,1,1,12,4.2,35,0
1286,Захаров Силантий Филатович,23,Производство,Технолог,2024-03-05,2024-12-31,376.0,0,0,9,0,0,9,2.0,42,1
1287,Пелагея Михайловна Комиссарова,36,Логистика,Логист,2023-07-07,,450.0,0,0,17,1,1,5,3.9,51,0
1288,Андреева Тамара Викторовна,49,Логистика,Кладовщик,2023-07-08,,490.0,1,1,1,1,1,9,3.8,19,0
1289,Сафонова Елена Ильинична,51,Логистика,Менеджер логистики,2023-05-03,,359.0,1,1,0,0,0,19,3.5,9,0
1290,Демид Антипович Трофимов,48,HR,HR-специалист,2022-03-02,,449.0,1,1,10,1,1,12,4.5,70,0
1291,Козлов Будимир Анатольевич,34,Продажи,Директор продаж,2023-08-29,,536.0,1,1,2,0,0,16,4.1,84,0
1292,Жукова Кира Михайловна,50,Производство,Технолог,2022-07-30,,360.0,1,1,24,1,2,0,3.4,51,0
1293,Колесникова Раиса Олеговна,52,Логистика,Водитель,2024-03-01,2024-12-31,337.0,0,0,9,1,1,1,2.4,-11,1
1294,Крылов Исидор Георгиевич,38,HR,HR-специалист,2023-01-26,,439.0,1,1,13,1,2,5,3.2,82,0
1295,Василиса Вениаминовна Суханова,40,Продажи,Директор продаж,2024-02-16,,526.0,0,0,10,0,0,10,4.6,46,0
1296,Ефремов Леонтий Валентинович,49,Производство,Начальник цеха,2024-05-06,,438.0,0,0,7,0,0,7,3.5,77,0
1297,Валерьян Иосипович Елисеев,54,Продажи,KAM,2023-10-18,,567.0,1,1,5,0,0,14,4.8,32,0
1298,Екатерина Робертовна Самойлова,49,Логистика,Кладовщик,2023-08-29,,443.0,0,0,16,1,2,15,3.6,41,0
1299,Стрелкова Людмила Афанасьевна,55,Финансы,CFO,2023-09-14,2024-03-19,846.0,1,1,1,0,0,15,2.3,-18,1
1300,Сигизмунд Геннадиевич Мясников,48,Производство,Технолог,2023-01-05,2024-07-19,548.0,0,0,23,1,1,20,2.7,70,1
1301,Федосий Викентьевич Федоров,49,Логистика,Водитель,2023-02-13,,444.0,0,0,22,0,0,22,3.3,12,0
1302,Филимон Федосеевич Лихачев,23,Производство,Начальник цеха,2024-04-01,,524.0,0,0,8,1,1,5,3.4,15,0
1303,Агафон Ермилович Ковалев,25,Производство,Начальник цеха,2024-03-13,,411.0,0,0,9,0,0,9,3.8,40,0
1304,Дарья Евгеньевна Рожкова,44,Производство,Начальник цеха,2024-02-11,,539.0,0,0,10,1,1,1,4.8,12,0
1305,Гусева Таисия Максимовна,41,Логистика,Кладовщик,2022-11-21,,305.0,1,2,2,1,3,10,2.7,66,0
1306,Фаина Вадимовна Лебедева,43,Производство,Начальник цеха,2022-12-26,,546.0,1,1,24,1,1,5,2.7,11,0
1307,Денисова Кира Вячеславовна,40,Производство,Мастер смены,2023-06-03,,532.0,0,0,18,1,1,2,3.6,46,0
1308,Марфа Натановна Беляева,38,HR,HR-директор,2024-05-22,,451.0,0,0,7,0,0,7,3.8,20,0
1309,Романова Нина Феликсовна,40,HR,HR-специалист,2024-05-15,,615.0,0,0,7,0,0,7,4.4,-25,0
1310,Самсон Анатольевич Ершов,53,Логистика,Логист,2022-01-27,,335.0,1,2,14,1,1,28,3.5,-2,0
1311,Колобов Валерий Игнатович,22,Продажи,Старший менеджер,2022-05-29,2023-10-23,554.0,0,0,31,1,3,26,2.6,42,1
1312,Арефий Гертрудович Исаев,46,Производство,Начальник цеха,2023-10-05,,529.0,1,1,12,1,1,6,3.9,17,0
1313,Сазонов Павел Анатольевич,44,HR,Рекрутер,2022-11-24,,427.0,1,2,4,1,2,22,3.5,-14,0
1314,Меркушев Ермил Адамович,42,IT,IT-менеджер,2023-07-03,,699.0,0,0,17,1,2,11,4.5,61,0
1315,Савина Маргарита Ниловна,39,Продажи,Старший менеджер,2023-04-22,2024-01-12,661.0,0,0,20,1,1,19,2.5,-22,1
1316,Роман Викторович Сазонов,25,Производство,Начальник цеха,2023-07-27,,571.0,1,1,4,0,0,17,3.9,57,0
1317,Эрнест Ануфриевич Муравьев,38,Производство,Мастер смены,2023-08-07,2024-06-12,585.0,0,0,16,1,2,15,2.3,-13,1
1318,Гурьева Октябрина Юльевна,41,Продажи,KAM,2023-07-06,,567.0,1,1,4,1,2,10,4.1,80,0
1319,Максимов Леонтий Владиславович,44,IT,Разработчик,2023-12-31,,969.0,0,0,12,0,0,12,2.2,63,0
1320,Евдокимова Марина Аскольдовна,33,Производство,Технолог,2024-05-05,,328.0,0,0,7,0,0,7,3.3,12,0
1321,Мельникова Евфросиния Федоровна,46,Производство,Начальник цеха,2023-08-11,,545.0,1,1,15,0,0,16,3.8,9,0
1322,Брагин Мина Арсеньевич,38,Производство,Начальник цеха,2024-06-19,,460.0,0,0,6,0,0,6,3.1,21,0
1323,Христофор Исидорович Уваров,50,Производство,Оператор,2022-12-14,,531.0,1,2,8,0,0,24,3.7,41,0
1324,Федосеева Ольга Алексеевна,22,Продажи,Менеджер продаж,2022-06-22,,811.0,1,2,0,0,0,30,3.3,11,0
1325,Беляев Аристарх Филимонович,26,Производство,Мастер смены,2024-05-29,,588.0,0,0,7,0,0,7,3.7,14,0
1326,Крюков Доброслав Адамович,45,HR,Рекрутер,2023-09-07,,601.0,1,1,5,0,0,15,4.0,74,0
1327,Брагина Синклитикия Федоровна,29,Производство,Оператор,2023-07-05,,546.0,1,1,9,0,0,17,3.2,36,0
1328,Станимир Матвеевич Гурьев,31,HR,HR-директор,2022-07-17,,749.0,1,1,14,1,3,25,3.9,27,0
1329,Ладимир Евстигнеевич Комиссаров,37,Производство,Оператор,2022-12-13,2024-07-16,422.0,0,0,24,1,3,6,3.6,-23,1
1330,Агата Петровна Галкина,55,Финансы,Бухгалтер,2024-05-18,,518.0,0,0,7,0,0,7,3.3,66,0
1331,Агафья Львовна Гущина,30,Продажи,KAM,2022-11-25,2023-03-19,612.0,0,0,25,1,2,20,2.7,-20,1
1332,Захарова Нонна Вячеславовна,52,Логистика,Логист,2023-07-29,,429.0,1,1,15,1,1,1,3.9,37,0
1333,Осип Данилович Ефремов,33,Производство,Оператор,2022-11-11,,499.0,1,2,1,0,0,25,4.1,-6,0
1334,Сысоев Ким Тарасович,49,IT,Разработчик,2024-04-23,,1054.0,0,0,8,1,1,0,3.7,86,0
1335,Кира Алексеевна Муравьева,42,Производство,Технолог,2022-08-15,2023-12-08,340.0,0,0,28,1,3,6,2.5,-25,1
1336,Владимирова Иванна Эльдаровна,22,Производство,Оператор,2022-10-25,,573.0,1,2,26,1,2,5,3.0,19,0
1337,Ольга Кузьминична Большакова,31,Производство,Начальник цеха,2022-02-15,,360.0,0,0,34,1,4,21,3.4,57,0
1338,Пестова Ирина Леонидовна,39,Продажи,KAM,2022-07-29,,598.0,0,0,29,1,3,26,5.0,22,0
1339,Жукова Галина Робертовна,53,Производство,Технолог,2024-04-16,,391.0,0,0,8,1,1,0,3.2,54,0
1340,Трофимов Мартын Анатольевич,32,Производство,Оператор,2022-04-29,,573.0,1,1,4,1,1,17,2.7,11,0
1341,Агата Николаевна Никонова,47,IT,DevOps,2023-11-29,,799.0,1,1,4,1,1,1,3.6,83,0
1342,Некрасов Арефий Андреевич,53,Производство,Оператор,2023-07-23,2024-06-11,376.0,0,0,17,1,1,15,2.7,-17,1
1343,Денисов Милий Измаилович,27,Производство,Начальник цеха,2022-07-08,2024-06-08,534.0,0,0,29,1,1,13,2.9,-12,1
1344,Воробьев Игнатий Демьянович,35,Финансы,Экономист,2024-02-26,2024-12-31,784.0,0,0,10,0,0,10,2.9,-11,1
1345,Бобылев Гостомысл Гаврилович,34,HR,HR BP,2023-04-19,,716.0,0,0,20,1,1,12,3.9,-22,0
1346,Пестова Антонина Ивановна,50,Производство,Технолог,2022-12-10,,327.0,1,1,2,1,1,19,4.0,37,0
1347,Трифон Всеволодович Селиверстов,42,Логистика,Кладовщик,2023-07-15,2024-09-06,294.0,0,0,17,1,1,16,2.4,-9,1
1348,Бобров Сигизмунд Данилович,36,Производство,Технолог,2022-04-17,,322.0,0,0,32,1,4,1,3.3,74,0
1349,Изот Эдгарович Петров,36,Финансы,Бухгалтер,2024-05-27,,800.0,0,0,7,0,0,7,5.0,30,0
1350,Регина Аскольдовна Веселова,46,Логистика,Менеджер логистики,2022-10-17,,390.0,1,2,7,1,3,19,3.7,2,0
1351,Григорьева Олимпиада Антоновна,31,IT,IT-менеджер,2023-05-06,,894.0,1,1,7,0,0,19,3.2,19,0
1352,Федотова Раиса Афанасьевна,23,HR,HR BP,2024-01-28,2024-12-31,551.0,0,0,11,0,0,11,4.8,-25,1
1353,Исаева Антонина Тарасовна,30,Продажи,Старший менеджер,2023-02-16,,763.0,1,1,6,1,1,13,4.2,27,0
1354,Оксана Максимовна Исакова,43,IT,IT-менеджер,2023-01-08,,823.0,1,1,4,1,2,16,2.9,-4,0
1355,Кира Ильинична Панфилова,34,Производство,Технолог,2023-08-06,,585.0,1,1,14,1,2,13,3.0,20,0
1356,Селезнев Андрон Ефремович,48,Логистика,Менеджер логистики,2022-11-04,,292.0,0,0,25,1,2,17,4.0,83,0
1357,Карпова Лора Кузьминична,50,Продажи,Директор продаж,2022-07-04,2024-04-30,449.0,0,0,29,1,3,18,3.2,65,1
1358,Виссарион Гертрудович Блинов,34,Финансы,CFO,2023-08-12,,543.0,1,1,14,0,0,16,2.9,81,0
1359,Мухина Ираида Алексеевна,55,Производство,Начальник цеха,2022-11-20,2023-04-13,526.0,0,0,25,0,0,25,3.6,-29,1
1360,Автоном Абрамович Наумов,44,Производство,Оператор,2022-11-17,,377.0,0,0,25,1,1,9,3.2,77,0
1361,Никифорова Зоя Юрьевна,50,Производство,Мастер смены,2023-08-21,,453.0,0,0,16,1,1,9,4.3,85,0
1362,Гурьев Гордей Арсеньевич,48,Производство,Начальник цеха,2022-05-02,,364.0,1,2,30,1,2,22,4.1,78,0
1363,Конон Александрович Цветков,31,Производство,Оператор,2023-11-11,,575.0,0,0,13,0,0,13,4.0,18,0
1364,Татьяна Альбертовна Третьякова,45,Производство,Оператор,2023-08-24,,581.0,0,0,16,1,1,0,4.1,32,0
1365,Щукин Корнил Аксёнович,27,Продажи,KAM,2022-12-14,2023-07-05,781.0,0,0,24,1,1,4,2.6,87,1
1366,Бирюкова Лора Даниловна,42,IT,Аналитик,2023-10-12,,804.0,0,0,14,1,1,9,2.7,72,0
1367,Валерия Вячеславовна Комарова,45,Производство,Начальник цеха,2022-06-23,2023-03-10,558.0,0,0,30,1,2,16,3.6,10,1
1368,Демид Давыдович Сысоев,41,Производство,Технолог,2023-12-19,,394.0,1,1,5,0,0,12,3.4,4,0
1369,Хохлова Прасковья Робертовна,27,IT,IT-менеджер,2023-11-07,2024-12-31,826.0,0,0,13,0,0,13,4.8,-29,1
1370,Калашникова Ираида Ильинична,52,Производство,Начальник цеха,2022-07-24,2023-11-01,426.0,0,0,29,1,2,22,2.2,18,1
1371,Сафонов Аникей Гаврилович,43,Финансы,CFO,2023-02-21,,536.0,1,1,8,1,2,6,2.9,86,0
1372,Фадеев Зиновий Владиленович,42,HR,HR-специалист,2024-04-04,,702.0,0,0,8,0,0,8,3.5,73,0
1373,Людмила Богдановна Большакова,26,Финансы,Бухгалтер,2022-09-06,,554.0,0,0,27,1,1,18,3.9,80,0
1374,Владлен Феоктистович Рыбаков,43,Производство,Оператор,2024-01-25,2024-12-31,564.0,0,0,11,0,0,11,2.2,44,1
1375,Антонина Юрьевна Степанова,28,Продажи,KAM,2024-03-15,,676.0,0,0,9,0,0,9,3.9,-20,0
1376,Светлана Руслановна Авдеева,49,Производство,Оператор,2022-01-04,,542.0,0,0,35,1,1,1,4.8,61,0
1377,Рыбаков Анисим Терентьевич,34,Производство,Технолог,2023-05-03,2023-10-02,518.0,1,1,19,1,2,5,2.2,45,1
1378,Тарасова Жанна Кузьминична,33,Производство,Оператор,2022-03-23,,593.0,1,1,9,1,4,18,3.7,-6,0
1379,Порфирий Венедиктович Лобанов,33,Производство,Оператор,2022-07-12,,558.0,0,0,29,1,1,12,2.8,46,0
1380,Лора Геннадьевна Макарова,49,Логистика,Логист,2022-08-12,2024-10-09,341.0,1,1,23,1,1,16,2.7,-30,1
1381,Евпраксия Харитоновна Большакова,25,Производство,Технолог,2022-03-08,,338.0,1,1,3,1,4,24,3.6,67,0
